ID,질문,대답,
1768,19학번 전공필수 알려줘,"1학년: 메카트로닉스 입문, 창의적공학설계, 전기회로1
2학년: 전기회로2,  공업역학, 전자회로실험, 스마트융합기초, 디지털회로, 디지털회로실험, 전자회로
3학년: 제어공학, 비주얼프로그래밍, 종합설계기획, 시스템제어공학
4학년: 종합설계1, 종합설계2",0.154194675
1769,메카 학생부회장 좀 알려주실래요?,안태준,0.118679402
1770,19학번 전공필수 과목을 알려주십시오,"1학년: 메카트로닉스 입문, 창의적공학설계, 전기회로1
2학년: 전기회로2,  공업역학, 전자회로실험, 스마트융합기초, 디지털회로, 디지털회로실험, 전자회로
3학년: 제어공학, 비주얼프로그래밍, 종합설계기획, 시스템제어공학
4학년: 종합설계1, 종합설계2",0.104082889
1771,무슨 메카 랩실이 있을까요?,"지능메카트로닉스 EH
마이크로/나노 자동화 시스템 EH
차세대 정밀모터 시스템 EH
지능로봇 부품 EH
태양광 발전 및 센서 융합 EH",0.840349614
1772,메카 교양 기초교과 알려주오,"글쓰기, 영어1.2, 글로벌잉글리쉬, 가치와비전, 창의와실천",0.86313862
1773,전기회로1은 뭘 배울까요?,"전공필수
전기전자분야의 교과를 수강하기 위한 선수적 교과내용으로써 기본적인 전기지식을 배운다. 직류회로를 중심으로 기본적인 소자, 회로해석 및 전기에너지의 전달관계를 이해하고, 실험을 통하여 이론을 검증한다.",0.517130386
1774,21학번 전공필수과목 내놔,"1학년: 메카트로닉스 입문, 창의적공학설계, 전기회로1
2학년: 전기회로2,  공업역학, 전자회로실험, 스마트융합기초, 디지털회로, 디지털회로실험, 전자회로
3학년: 제어공학, 비주얼프로그래밍, 종합설계기획, 시스템제어공학
4학년: 종합설계1, 종합설계2",0.976322119
1775,17학번 전공필수과목 뭔가요?,"1학년:메카트로닉스 입문, 창의적공학설계, 전기회로1
2학년: 전기회로2, 공업역학, 스마트융합기초, 디지털회로, 전자회로
3학년: 제어공학, 비주얼프로그래밍, 종합설계기획
4학년: 종합설계1, 종합설계2",0.646147829
1776,재료역학에 대해 알려주세요,"전공선택
각 부재의 안정성을 판단하기 위해 구조물의 역학적 해석능력을 키우고 이를 반영한 구조물 설계개선능력을 갖추도록 하는데 있다.",0.978673601
1777,핵교 뭔줄알아요?,"문학과 예술               역사와 철학               기업과 미디어                     인간과 사회
현대예술의 이해         문화유산과 역사         기업경영의 이해                  현대사회의 이해
한국문학의 이해         한국근현대사             소비자와 마케팅                  고용과 법
서구문학의 이해         윤리와 철학               글로벌시장과 경제의 이해     인간심리 탐구
현대영미문화와 언어   서양사의 이해            미디어커뮤니케이션             현대사회와 법",0.977915966
1778,이승훈 교수님 연구실 위치가 어디노,공학관 B동 409호,0.494237799
1779,공업역학에 대해 알려줘,"전공필수
시스템 메커니즘 설계 및 응용에서 요구되는 힘, 모멘트의 원리를 이해하고, 안정된 시스템을 설계하기 위해 역학 기반의 자유물체도 및 평형방정식의 개념을 학습함으로 다양한 메카트로닉스 시스템에 적용할 수 있도록 기본적인 역학개념의 습득에 있다.",0.550893515
1780, 18학번 전필 과목 알려주세요,"1학년: 메카트로닉스 입문, 창의적공학설계, 전기회로1
2학년: 전기회로2,  공업역학, 전자회로실험, 스마트융합기초, 디지털회로, 디지털회로실험, 전자회로
3학년: 제어공학, 비주얼프로그래밍, 종합설계기획, 시스템제어공학
4학년: 종합설계1, 종합설계2",0.489866712
1781,김효영 교수님 연락처 알려주오,031)8041-0464,0.084712633
1782,마이크로컴퓨터응용은 뭐 가르치나요?,"전공선택
메모리, 입출력 장치 및 주변장치를 포함하는 교육용 원칩 마이크로컴퓨터 시스템을 활용한 실습을 통해 원칩 마이크로컴퓨터의 기능과 동작방법에 대해 학습하여 마이크로컴퓨터 보드의 설계 및 제작 능력을 배양한다.",0.782003847
1783,메카 과사 위치좀 알려주세요,공학관 B동 307호,0.466278966
1784,메카 연구실 뭐 있노?,"지능메카트로닉스 EH
마이크로/나노 자동화 시스템 EH
차세대 정밀모터 시스템 EH
지능로봇 부품 EH
태양광 발전 및 센서 융합 EH",0.364518423
1785,컴퓨터응용설계1은 뭐 배우는지 알려줘,"전공선택
제도이론의 숙지, 투상법, 도형의 표시, 치수기입법에 대한 학습을 통해 도면화할 수 있는 능력을 확보하고, 3차원 설계 기본개념과 SolidWorks사용법의 학습을 통해 가공하지 않고 3차원 구조물을 설계할 수 있는 능력을 갖게 한다.",0.116681999
1786,메카 학과장님이 누군지 알 수 있을까요?,정명진 교수님,0.435527875
1787,디지털회로실험에 대해 알려주시면 감사하겠습니다,"전공필수
'디지털회로'교과에서 학습한 디지털 조합/순차 논리회로에 대한 실험 및 실습을 통해 회로 동작의 원리와 특성을 이해한다.",0.860008715
1788,서보전동기2에 대해 알려주시오,"전공선택
고급 정밀 제어시스템의 구동기로서의 서보전동기의 동작특성 및 구동특성, 구동방법을 다룬다. 교류서보전동기, 직류서보전동기, 그 외 정밀 소형전동기의 종류와 원리, 전력변환 회로를 배우며 제어기의 설계 등을 통하여 서보제어시스템 설계 능력을 배양한다.",0.558440447
1789,이익현 교수님 번호 좀요,031) 8041-0467,0.643643074
1790,메카트로닉스 학생 부회장 누구노?,안태준,0.610224596
1791,주형길 교수님 연구실 위치 좀 알려주오,공학관 B동 312호,0.238602562
1792,컴퓨터응용설계2는 뭐 배우는지 알려줘,"전공선택
제도이론의 숙지, 투상법, 도형의 표시, 치수기입법에 대한 학습을 통해 도면화할 수 있는 능력을 확보하고, 3차원 설계 기본개념과 SolidWorks사용법의 학습을 통해 가공하지 않고 3차원 구조물을 설계할 수 있는 능력을 갖게 한다.",0.265752915
1793,종합설계기획은 뭐 가르치나요?,"전공필수
창의적 공학설계, 교양학적 사고, 기초전공지식, 전공 심화 등의 내용을 기반으로 메카트로닉스 전공 교과목의 개념을 종합적으로 이해하여 전공 관련 제품을 설계하기 위한 기획을 행한다.",0.432651384
1794,20학번 전공필수과목은?,"1학년: 메카트로닉스 입문, 창의적공학설계, 전기회로1
2학년: 전기회로2,  공업역학, 전자회로실험, 스마트융합기초, 디지털회로, 디지털회로실험, 전자회로
3학년: 제어공학, 비주얼프로그래밍, 종합설계기획, 시스템제어공학
4학년: 종합설계1, 종합설계2",0.592741597
1795,메카 공학기초 과목 알려주세요,"글쓰기, 영어1.2, 글로벌잉글리쉬, 가치와비전, 창의와실천",0.595594261
1796,창의적공학설계는 뭐 가르치지?,"전공필수
메카트로닉스공학 입문자에게 공학에 대한 이해와 전공이수에 필요한 기초이론을 가르쳐 전공에 대한 이해도를 높인다.",0.416876799
1797,주형길 교수님 이메일 알려주오,hgjoo@kpu.ac.kr,0.522790563
1798,서보전동기1에 대해 알려주라,"전공선택
서보 제어시스템의 주요 구동원으로 이용되는 전동기에 대한 이론과 실험을 병행하여 배운다. 이 교과의 이수로 제어시스템 설계를 전동기의 특성, 전달함수 등을 알 수 있고 전동기의 운용상의 일반적 문제점을 자율적으로 해결할 수 있다.",0.97512618
1799,스마트팩토리디바이스제어는 뭘 배울까?,"전공선택
디바이스(센서, 액추에이터, 신호 입출력 장치), 통신 및 제어시스템의 기본원리 이해 ? 디바이스 활용한 현장 맞춤형 프로젝트 실습 ? 역량강화 성취도를 높이기 위하여 온라인-오프라인 강의와 전문가 특강, 그리고 실습(Team project)을 병행 ? 스마트팩토리 구현 시 발생 가능한 문제점에 대한 개선안 도출",0.693957365
1800,B동 학과 행정실 위치 알려줘,공학관 B동 307호,0.470106482
1801,마이크로컴퓨터응용에 대해 알려줘,"전공선택
메모리, 입출력 장치 및 주변장치를 포함하는 교육용 원칩 마이크로컴퓨터 시스템을 활용한 실습을 통해 원칩 마이크로컴퓨터의 기능과 동작방법에 대해 학습하여 마이크로컴퓨터 보드의 설계 및 제작 능력을 배양한다.",0.732916018
1802,메카 학과장님이 누군지 알고싶소이다,정명진 교수님,0.496864874
1803,남대훈 교수님 연구실 알려줘,공학관 B동 318호,0.883620511
1804,21학번 전공필수 알려주세요,"1학년: 메카트로닉스 입문, 창의적공학설계, 전기회로1
2학년: 전기회로2,  공업역학, 전자회로실험, 스마트융합기초, 디지털회로, 디지털회로실험, 전자회로
3학년: 제어공학, 비주얼프로그래밍, 종합설계기획, 시스템제어공학
4학년: 종합설계1, 종합설계2",0.908847239
1805,주형길 교수님 번호 내놔,031)8041-0459,0.216739113
1806,기계요소설계는 뭐 가르치세요?,"전공선택
자동화 기구 시스템을 설계할 때 고려해야 하는 각종 요소들의 설계방법과 선정방법 등을 학습하여 효율적인 기구를 설계할 수 있는 능력을 배양한다.",0.040753835
1807,메카트로닉스 공학과 학생회장 누구요?,임현종,0.210556465
1808,이원봉 교수님 연락처 내놔,031)8041-0384,0.952231965
1809,17학번 졸업요건이 어떻게 돼??,"학점기준
졸업학점: 140, 교양: 25, 계열기초: 30, 전공: 70, 현장실무:4
어학자격
토익 550점",0.56049385
1810,심재홍 교수님 번호 내놔,031)8041-0458,0.885290255
1811,핵심교양 가르쳐줘,"문학과 예술               역사와 철학               기업과 미디어                     인간과 사회
현대예술의 이해         문화유산과 역사         기업경영의 이해                  현대사회의 이해
한국문학의 이해         한국근현대사             소비자와 마케팅                  고용과 법
서구문학의 이해         윤리와 철학               글로벌시장과 경제의 이해     인간심리 탐구
현대영미문화와 언어   서양사의 이해            미디어커뮤니케이션             현대사회와 법",0.638273082
1812,메카트로닉스 공학과 학생 부회장 누구야?,안태준,0.594274907
1813,제어용통신에 대해 알려주시오,"전공선택
제어 시스템간의 정보/데이터 통신을 위한 통신기법 및 네트워크 기법을 배우고, 이를 이용한 제어 시스템간의 통신능력을 배양",0.648426573
1814,17학번 졸업기준,"학점기준
졸업학점: 140, 교양: 25, 계열기초: 30, 전공: 70, 현장실무:4
어학자격
토익 550점",0.660531804
1815,17학번 졸업요건 내놔,"학점기준
졸업학점: 140, 교양: 25, 계열기초: 30, 전공: 70, 현장실무:4
어학자격
토익 550점",0.760882096
1816,메카트로닉스 공학과 추천 부전공,"스마트팩토리, 인공지능융합,지능형로봇융합",0.555067314
1817,신호및시스템에 대해 알려줘,"전공선택
실생활이나 공학 분야의 신호와 시스템의 특성에 대해서 학습한다. 연속(Continuous-time) 및 이산(Discrete-time) 신호와 다양한 수학적 도구(푸리에 표현, 라플라스 변환, Z변환)를 이용하여 신호 및 시스템을 해석하고 분석하는 방법을 학습한다.",0.274020201
1818,심재홍 교수님 연락처,031)8041-0458,0.697364118
1819,핵심교양 과목 가르쳐주라요,"문학과 예술               역사와 철학               기업과 미디어                     인간과 사회
현대예술의 이해         문화유산과 역사         기업경영의 이해                  현대사회의 이해
한국문학의 이해         한국근현대사             소비자와 마케팅                  고용과 법
서구문학의 이해         윤리와 철학               글로벌시장과 경제의 이해     인간심리 탐구
현대영미문화와 언어   서양사의 이해            미디어커뮤니케이션             현대사회와 법",0.764833714
